geoid,households,puma,median_income,median_hlb,median_housing_month,median_childcare_month,vulnerable_rate,kids_share,median_gap,featured
06073001000,2724,07316,90584.0,73029.0,2176.0,0.0,0.3106,0.0576,-17555.0,False
06073001900,1556,07317,128257.0,75179.0,2130.0,0.0,0.3098,0.0784,-53078.0,False
06073021002,779,07302,100232.0,63778.0,1110.0,0.0,0.3094,0.0745,-36454.0,False
06073017057,1516,07308,167915.0,90598.0,2800.0,0.0,0.3074,0.2131,-77317.0,False
06073008512,1567,07315,134063.0,77313.0,2134.0,0.0,0.307,0.2176,-56750.0,False
06073000201,1180,07316,122898.0,60698.0,2220.0,0.0,0.3068,0.1127,-62200.0,False
06073017031,1291,07326,158641.0,87195.0,2700.0,0.0,0.306,0.2308,-71446.0,False
06073017702,1417,07326,150866.0,84945.0,2640.0,0.0,0.3056,0.1447,-65921.0,False
06073018619,1643,07301,155121.0,93908.0,2660.0,0.0,0.3055,0.2441,-61213.0,False
06073007302,986,07310,182745.0,81935.0,2390.0,0.0,0.3053,0.2099,-100810.0,False
06073013605,2332,07328,141944.0,77795.0,2071.0,0.0,0.304,0.1878,-64149.0,False
06073017069,801,07326,167516.0,87461.0,2700.0,0.0,0.3034,0.206,-80055.0,False
06073001400,1873,07316,98983.0,73638.0,2170.0,0.0,0.3033,0.0828,-25345.0,False
06073008362,1581,07312,126484.0,82531.0,2570.0,0.0,0.303,0.1354,-43953.0,False
06073007911,1380,07310,132216.0,82987.0,2600.0,0.0,0.3014,0.0855,-49229.0,False
06073009000,1389,07315,118131.0,74428.0,2130.0,0.0,0.2988,0.2088,-43703.0,False
06073009306,2202,07315,153726.0,86222.0,2750.0,0.0,0.2979,0.2134,-67504.0,False
06073009706,2572,07314,156599.0,82913.0,2454.0,0.0,0.297,0.2753,-73686.0,False
06073008369,2121,07311,157567.0,96754.0,3260.0,0.0,0.2966,0.133,-60813.0,False
06073017067,867,07308,221204.0,120378.0,3362.0,0.0,0.2953,0.3426,-100826.0,False
06073020711,1225,07306,156418.0,77629.0,1900.0,0.0,0.2939,0.2106,-78789.0,False
06073013601,1996,07328,120279.0,72507.0,1868.0,0.0,0.2936,0.1743,-47772.0,False
06073017041,1905,07308,132128.0,96968.0,2784.0,0.0,0.2929,0.2961,-35160.0,False
06073017043,2140,07308,175674.0,96565.0,3150.0,0.0,0.2907,0.2178,-79109.0,False
06073010501,549,07322,115966.0,73589.0,1980.0,0.0,0.2896,0.1311,-42377.0,False
06073020040,1498,07325,179284.0,104968.0,2580.0,0.0,0.2891,0.2844,-74316.0,False
06073017051,2180,07308,131756.0,89604.0,2799.0,0.0,0.2867,0.1541,-42152.0,False
06073017068,1791,07308,157364.0,95501.0,2935.0,0.0,0.2853,0.2328,-61863.0,False
06073017109,2092,07324,195740.0,111738.0,3680.0,0.0,0.2835,0.2629,-84002.0,False
06073008372,1352,07311,229230.0,120553.0,4110.0,0.0,0.2833,0.2803,-108677.0,False
06073021206,1147,07302,133762.0,82929.0,2160.0,0.0,0.2833,0.1726,-50833.0,False
06073009801,2126,07314,132008.0,80100.0,2330.0,0.0,0.2832,0.2126,-51908.0,False
06073007905,1424,07310,111719.0,78747.0,2394.0,0.0,0.283,0.0808,-32972.0,False
06073017811,2672,07324,167412.0,93620.0,3050.0,0.0,0.2829,0.1744,-73792.0,False
06073008310,2459,07310,178410.0,86271.0,2574.0,0.0,0.2822,0.1932,-92139.0,False
06073008373,1281,07311,195943.0,98277.0,3260.0,0.0,0.2818,0.2006,-97666.0,False
06073017601,2147,07326,169249.0,88346.0,2717.0,0.0,0.2799,0.1532,-80903.0,False
06073017108,1636,07326,170471.0,87337.0,2640.0,0.0,0.2781,0.2158,-83134.0,False
06073013414,2488,07329,137338.0,100360.0,2510.0,0.0,0.2769,0.2621,-36978.0,False
06073017033,1913,07326,168696.0,83309.0,2373.0,0.0,0.2755,0.2556,-85387.0,False
06073020405,1254,07306,172718.0,88733.0,2590.0,0.0,0.2751,0.1419,-83985.0,False
06073007602,1051,07310,143308.0,64478.0,2390.0,0.0,0.275,0.0733,-78830.0,False
06073017202,753,07310,182083.0,101302.0,3370.0,0.0,0.2749,0.1554,-80781.0,False
06073000600,2047,07316,104571.0,58221.0,2146.0,0.0,0.2745,0.0259,-46350.0,False
06073008344,1189,07312,194725.0,92216.0,2890.0,0.0,0.2742,0.2111,-102509.0,False
06073010601,925,07310,203050.0,100758.0,3329.0,0.0,0.2735,0.133,-102292.0,False
06073008371,1683,07311,211204.0,96090.0,3260.0,0.0,0.2733,0.2133,-115114.0,False
06073017040,1493,07308,155441.0,80211.0,2190.0,0.0,0.2733,0.2559,-75230.0,False
06073017034,2094,07326,137695.0,96723.0,2996.0,0.0,0.2732,0.2225,-40972.0,False
06073009504,2355,07314,215075.0,98820.0,3145.0,0.0,0.2726,0.2573,-116255.0,False
06073017808,2171,07324,169679.0,92852.0,2881.0,0.0,0.2718,0.1561,-76827.0,False
06073013504,1307,07328,137059.0,95678.0,2260.0,0.0,0.2716,0.2349,-41381.0,False
06073007912,923,07310,122561.0,82317.0,2600.0,0.0,0.2709,0.0628,-40244.0,False
06073015406,861,07313,173020.0,98126.0,2880.0,0.0,0.2695,0.259,-74894.0,False
06073017061,1467,07326,192112.0,97141.0,3051.0,0.0,0.2693,0.2168,-94971.0,False
06073006900,2202,07310,144979.0,82067.0,2462.0,0.0,0.2688,0.2371,-62912.0,False
06073000202,2238,07316,117659.0,60319.0,2219.0,0.0,0.2685,0.0545,-57340.0,False
06073008346,1605,07311,179984.0,86115.0,2543.0,0.0,0.2685,0.2305,-93869.0,False
06073019109,1523,07302,142203.0,75604.0,1794.0,0.0,0.2685,0.2324,-66599.0,False
06073017106,1467,07326,214931.0,95082.0,2928.0,0.0,0.2672,0.2488,-119849.0,False
06073008328,2581,07311,256624.0,138500.0,4110.0,0.0,0.267,0.3309,-118124.0,False
06073020710,607,07306,157524.0,77892.0,1969.0,0.0,0.2669,0.1219,-79632.0,False
06073020304,2313,07325,145420.0,78126.0,2042.0,0.0,0.2659,0.2157,-67294.0,False
06073017065,3319,07326,205054.0,120805.0,3400.0,0.0,0.2657,0.3251,-84249.0,False
06073017046,1372,07308,185016.0,118047.0,3970.0,0.0,0.2638,0.2507,-66969.0,False
06073018804,2113,07302,131494.0,78745.0,1957.0,0.0,0.2636,0.1145,-52749.0,False
06073004400,1782,07316,134182.0,71104.0,1985.0,0.0,0.2632,0.1431,-63078.0,False
06073008306,1088,07312,205080.0,92605.0,2890.0,0.0,0.2629,0.1737,-112475.0,False
06073020035,2222,07324,202851.0,110958.0,3680.0,0.0,0.2624,0.2583,-91893.0,False
06073009101,2337,07315,141998.0,78416.0,2260.0,0.0,0.2619,0.1305,-63582.0,False
06073017066,1819,07326,202851.0,106929.0,3400.0,0.0,0.2611,0.2644,-95922.0,False
06073009104,1127,07315,138644.0,82173.0,2410.0,0.0,0.2609,0.2369,-56471.0,False
06073015403,829,07313,163110.0,98381.0,2344.0,0.0,0.2606,0.2702,-64729.0,False
06073016621,1414,07313,163110.0,80632.0,2160.0,0.0,0.2595,0.2256,-82478.0,False
06073001301,1592,07316,100547.0,72890.0,2170.0,0.0,0.2582,0.0923,-27657.0,False
06073008381,1021,07312,201633.0,114347.0,3360.0,0.0,0.2556,0.2997,-87286.0,False
06073017054,1959,07308,167579.0,79811.0,2190.0,0.0,0.2552,0.2435,-87768.0,False
06073008313,808,07310,212734.0,86076.0,2570.0,0.0,0.2525,0.2178,-126658.0,False
06073008002,1028,07310,198026.0,85744.0,2600.0,0.0,0.25,0.2179,-112282.0,False
06073017408,1143,07326,177360.0,89108.0,2820.0,0.0,0.2485,0.1514,-88252.0,False
06073020043,1745,07325,217853.0,119431.0,3200.0,0.0,0.2481,0.3186,-98422.0,False
06073009307,2711,07315,121114.0,86543.0,2892.0,0.0,0.2468,0.0657,-34571.0,False
06073020708,1314,07306,160490.0,78008.0,1970.0,0.0,0.2458,0.2215,-82482.0,False
06073017501,1298,07326,160208.0,84642.0,2640.0,0.0,0.2435,0.1194,-75566.0,False
06073004300,1948,07316,119800.0,74570.0,2170.0,0.0,0.2428,0.1278,-45230.0,False
06073008337,1522,07311,174282.0,110646.0,2900.0,0.0,0.2424,0.3009,-63636.0,False
06073017307,1079,07326,168125.0,93688.0,3050.0,0.0,0.2419,0.0918,-74437.0,False
06073000100,1180,07316,208126.0,81960.0,2419.0,0.0,0.2415,0.1915,-126166.0,False
06073000500,1604,07316,114226.0,73181.0,2130.0,0.0,0.2413,0.0848,-41045.0,False
06073020811,2027,07307,158740.0,82745.0,2210.0,0.0,0.2412,0.2343,-75995.0,False
06073007002,1251,07310,193102.0,83163.0,2428.0,0.0,0.2398,0.1783,-109939.0,False
06073017603,1122,07326,167579.0,86895.0,2640.0,0.0,0.2398,0.2121,-80684.0,False
06073008303,1340,07310,213202.0,86107.0,2570.0,0.0,0.2396,0.1373,-127095.0,False
06073008006,1872,07310,144620.0,82886.0,2588.0,0.0,0.2393,0.1095,-61734.0,False
06073008513,1163,07315,135644.0,76121.0,2130.0,0.0,0.239,0.1866,-59523.0,False
06073008511,2680,07315,131018.0,83002.0,2573.0,0.0,0.2381,0.1142,-48016.0,False
06073002001,1545,07317,168836.0,77733.0,2220.0,0.0,0.2337,0.0945,-91103.0,False
06073000400,2588,07316,102815.0,68931.0,2420.0,0.0,0.2334,0.0614,-33884.0,False
06073004200,2347,07316,155322.0,75109.0,2101.0,0.0,0.2331,0.2109,-80213.0,False
06073020032,1436,07324,177192.0,93705.0,2920.0,0.0,0.2326,0.1309,-83487.0,False
06073017406,1106,07326,188241.0,88678.0,2726.0,0.0,0.2324,0.1908,-99563.0,False
06073017064,2243,07326,242565.0,138271.0,4580.0,0.0,0.2305,0.4066,-104294.0,False
06073017044,1927,07308,210187.0,117670.0,3970.0,0.0,0.2299,0.3051,-92517.0,False
06073008365,930,07311,216408.0,82854.0,2300.0,0.0,0.2269,0.2269,-133554.0,False
06073005802,1904,07316,145235.0,76350.0,2950.0,0.0,0.2253,0.032,-68885.0,False
06073017306,1121,07326,214931.0,100017.0,3289.0,0.0,0.2248,0.1508,-114914.0,False
06073013326,1136,07329,201311.0,145723.0,4363.0,0.0,0.2245,0.3996,-55588.0,False
06073008301,1347,07310,203329.0,86192.0,2588.0,0.0,0.2197,0.1581,-117137.0,False
06073007200,1587,07310,178410.0,83009.0,2410.0,0.0,0.218,0.1802,-95401.0,False
06073017010,967,07308,215977.0,110168.0,2755.0,0.0,0.2161,0.3144,-105809.0,False
06073008102,1391,07310,203328.0,84948.0,2570.0,0.0,0.2142,0.1833,-118380.0,False
06073017055,1913,07308,183963.0,89865.0,2800.0,0.0,0.2133,0.2159,-94098.0,False
06073008324,2939,07311,192898.0,101390.0,3369.0,0.0,0.2127,0.1756,-91508.0,False
06073017045,794,07308,212324.0,115674.0,3800.0,0.0,0.2103,0.2645,-96650.0,False
06073008368,1849,07311,214407.0,111596.0,2900.0,0.0,0.2093,0.324,-102811.0,False
06073008331,947,07311,250251.0,120957.0,4110.0,0.0,0.2091,0.3094,-129294.0,False
06073002002,1158,07317,183531.0,72685.0,1980.0,0.0,0.2073,0.1364,-110846.0,False
06073013415,525,07329,151164.0,88174.0,2510.0,0.0,0.2057,0.221,-62990.0,False
06073022101,901,07324,189954.0,84005.0,2480.0,0.0,0.2053,0.2186,-105949.0,False
06073017407,1249,07326,193610.0,89542.0,2819.0,0.0,0.205,0.1697,-104068.0,False
06073021800,790,07310,207099.0,87367.0,2688.0,0.0,0.2038,0.1532,-119732.0,False
06073017201,1102,07310,201633.0,99541.0,3370.0,0.0,0.2033,0.0771,-102092.0,False
06073008336,752,07311,194855.0,82106.0,2300.0,0.0,0.2008,0.2141,-112749.0,False
06073017021,1105,07308,193913.0,82349.0,2195.0,0.0,0.2,0.1991,-111564.0,False
06073017107,1059,07326,212187.0,117774.0,3339.0,0.0,0.1983,0.3116,-94413.0,False
06073020015,2135,07324,196256.0,92442.0,2920.0,0.0,0.1981,0.1967,-103814.0,False
06073017111,1664,07326,192630.0,92958.0,2784.0,0.0,0.1977,0.1869,-99672.0,False
06073017053,1162,07308,206850.0,81112.0,2190.0,0.0,0.1945,0.2375,-125738.0,False
06073005401,1227,07316,178751.0,77236.0,2950.0,0.0,0.194,0.0236,-101515.0,False
06073015200,1384,07314,172026.0,75754.0,1990.0,0.0,0.1922,0.2421,-96272.0,False
06073008374,1223,07311,268126.0,138965.0,4110.0,0.0,0.1848,0.3663,-129161.0,False
06073020034,846,07324,225636.0,111587.0,3680.0,0.0,0.1809,0.2825,-114049.0,False
06073017020,1538,07308,213351.0,80953.0,2177.0,0.0,0.1801,0.2451,-132398.0,False
06073008366,2413,07311,204670.0,83318.0,2300.0,0.0,0.177,0.2545,-121352.0,False
06073017036,1101,07326,163951.0,93715.0,2857.0,0.0,0.1726,0.2879,-70236.0,False
06073021501,1223,07311,262734.0,138602.0,4110.0,0.0,0.166,0.3262,-124132.0,False
06073017062,1497,07326,234611.0,128721.0,3639.0,0.0,0.165,0.322,-105890.0,False
06073008003,1887,07310,172383.0,83159.0,2600.0,0.0,0.1622,0.0774,-89224.0,False
06073017112,691,07326,235728.0,123407.0,3281.0,0.0,0.1577,0.3401,-112321.0,False
06073008311,1088,07310,236553.0,86799.0,2570.0,0.0,0.1397,0.1673,-149754.0,False
